sample_id,text,true_label_id,true_label,svm_pred_id,svm_pred_label,svm_source,bilstm_pred_id,bilstm_pred_label,prob_clean,prob_offensive,prob_hate,svm_correct,bilstm_correct,comparison_group,text_len_chars,text_len_tokens,bilstm_oov_rate,toxic_keyword_count
5415,hỏg hết cả tai r -))) :),0,CLEAN,1,OFFENSIVE,loaded_artifact,0,CLEAN,0.7575129270553589,0.2256927788257599,0.016794273629784584,False,True,bilstm_right_svm_wrong,24,11,0.09090909090909091,0
5659,Họ có nhiều mối quann hệ mất mk cx như ko,0,CLEAN,1,OFFENSIVE,loaded_artifact,0,CLEAN,0.9998629093170166,0.00011792414443334565,1.9188742953701876e-05,False,True,bilstm_right_svm_wrong,41,11,0.09090909090909091,0
3404,Con người hơn nhau ở cái ý thức :))),0,CLEAN,1,OFFENSIVE,loaded_artifact,0,CLEAN,0.7081368565559387,0.09790606051683426,0.19395707547664642,False,True,bilstm_right_svm_wrong,36,12,0.0,3
129,Vay về cho cán bộ xây biệt thự con em đi du học,0,CLEAN,1,OFFENSIVE,loaded_artifact,0,CLEAN,0.9999778270721436,1.4519170690618921e-05,7.627861123182811e-06,False,True,bilstm_right_svm_wrong,47,13,0.0,2
4362,Thằng nào kêu tao dạng háng leo rank là ăn ban nha 😣,0,CLEAN,1,OFFENSIVE,loaded_artifact,0,CLEAN,0.5051903128623962,0.07446859031915665,0.4203411340713501,False,True,bilstm_right_svm_wrong,52,13,0.0,6
3149,"Làm ơn cho anh Vũ Khắc Tiệp vào xem hộ cái,khổ gê",0,CLEAN,2,HATE,loaded_artifact,0,CLEAN,0.8884242177009583,0.010831895284354687,0.10074389725923538,False,True,bilstm_right_svm_wrong,49,14,0.0,4
1226,Việc đéo j cũng đến tay tao kể cả việc lái xe cho ông già,0,CLEAN,1,OFFENSIVE,loaded_artifact,0,CLEAN,0.6711585521697998,0.30828872323036194,0.02055269293487072,False,True,bilstm_right_svm_wrong,57,15,0.0,5
3223,Cho những ai chưa biết quần què là gì.? :))),0,CLEAN,1,OFFENSIVE,loaded_artifact,0,CLEAN,0.9987884163856506,0.0008563800365664065,0.0003551319823600352,False,True,bilstm_right_svm_wrong,44,15,0.0,2
3357,Gớm xuống top2 có 1 hôm mà unti cno gáy kinh quá tộc trưởng ak 😂,0,CLEAN,2,HATE,loaded_artifact,0,CLEAN,0.9977502226829529,0.0021529330406337976,9.68518215813674e-05,False,True,bilstm_right_svm_wrong,64,16,0.125,4
5567,Mac Ngoc Anh mình cũng tên Nhung tuy mình k giàu nhưng mình có não 😞,0,CLEAN,2,HATE,loaded_artifact,0,CLEAN,0.6059218645095825,0.23504258692264557,0.1590355634689331,False,True,bilstm_right_svm_wrong,68,16,0.0,3
3331,Long công tử dạo này có hay đi đá phò TDH nữa k vậy 😂😂😂,0,CLEAN,2,HATE,loaded_artifact,0,CLEAN,0.6116006970405579,0.3874480128288269,0.000951280992012471,False,True,bilstm_right_svm_wrong,55,17,0.058823529411764705,3
6192,Huỳnh My đỉ mẹ. T vs m đi trước thời đại mất tiêu r bé 🤣,0,CLEAN,2,HATE,loaded_artifact,0,CLEAN,0.8475632667541504,0.005125401075929403,0.14731132984161377,False,True,bilstm_right_svm_wrong,56,17,0.0,3
2915,co lam. gi giau vay co day con lam voi con lam hoai ma ko du an,0,CLEAN,2,HATE,loaded_artifact,0,CLEAN,0.9999290704727173,9.49791501625441e-06,6.141260382719338e-05,False,True,bilstm_right_svm_wrong,63,18,0.0,3
2995,Dag sau co ke an com vn nhug lam thue cho trung quoc ban dung dong bao.,0,CLEAN,2,HATE,loaded_artifact,0,CLEAN,0.8946993350982666,0.0012679003411903977,0.1040327399969101,False,True,bilstm_right_svm_wrong,71,18,0.0,2
4260,Sao đi so sánh ngừoi dân như chó vậy Admin..coi vậy có đc ko?,0,CLEAN,2,HATE,loaded_artifact,0,CLEAN,0.6196128129959106,0.3053445518016815,0.07504261285066605,False,True,bilstm_right_svm_wrong,61,18,0.0,2
6177,vâng....là dân địa phương :v xác minh là có thật :v,0,CLEAN,1,OFFENSIVE,loaded_artifact,0,CLEAN,0.6488901376724243,0.3284710645675659,0.022638719528913498,False,True,bilstm_right_svm_wrong,51,18,0.0,2
6310,thấy nên nhờ doinb dạy cho cái giáo án ngắm gái vs lựa gái cho học trof đi,0,CLEAN,1,OFFENSIVE,loaded_artifact,0,CLEAN,0.5740866661071777,0.35076549649238586,0.07514791935682297,False,True,bilstm_right_svm_wrong,74,18,0.1111111111111111,2
2851,"mọi con vật đều bình đẳng, nhưng có một số con bình đăng hơn các con khác ;)",0,CLEAN,2,HATE,loaded_artifact,0,CLEAN,0.920944094657898,0.00010227613529423252,0.0789535865187645,False,True,bilstm_right_svm_wrong,76,20,0.0,4
2893,Có những đứa còn chửi kinh hơn cả page này nữa 😒 vkl xúc phạm tôn giáo còn cãi cố,0,CLEAN,2,HATE,loaded_artifact,0,CLEAN,0.7949787378311157,0.12233013659715652,0.08269108831882477,False,True,bilstm_right_svm_wrong,81,20,0.0,4
3159,Bede,0,CLEAN,2,HATE,loaded_artifact,2,HATE,0.05155884474515915,0.23665830492973328,0.7117828726768494,False,False,both_wrong,4,1,0.0,1
4469,Quỳ,0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.07511471211910248,0.9198715090751648,0.005013847723603249,False,False,both_wrong,3,1,0.0,1
4764,lol,0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.0007847945671528578,0.9797101020812988,0.019505063071846962,False,False,both_wrong,3,1,0.0,1
5054,Chán,0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.018580716103315353,0.9791186451911926,0.0023006193805485964,False,False,both_wrong,4,1,0.0,1
568,Mis Nhung,0,CLEAN,2,HATE,loaded_artifact,2,HATE,0.12645137310028076,0.026751745492219925,0.8467968702316284,False,False,both_wrong,9,2,0.5,0
2548,xạo thặc,0,CLEAN,2,HATE,loaded_artifact,1,OFFENSIVE,0.023845408111810684,0.699747622013092,0.2764069437980652,False,False,both_wrong,8,2,0.0,1
3952,Vn ma,0,CLEAN,2,HATE,loaded_artifact,2,HATE,0.010115325450897217,0.0015777464723214507,0.9883069396018982,False,False,both_wrong,5,2,0.0,1
4890,Bú mạnh,0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.0010693491203710437,0.9961995482444763,0.002731035463511944,False,False,both_wrong,7,2,0.0,1
5338,Edg cmnr,0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.2910636365413666,0.5909825563430786,0.117953822016716,False,False,both_wrong,8,2,0.5,3
6044,Hoang mang,0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.0012306265998631716,0.9983497858047485,0.00041965278796851635,False,False,both_wrong,10,2,0.0,2
165,Nhức óc thật,0,CLEAN,1,OFFENSIVE,loaded_artifact,2,HATE,0.0077100410126149654,0.0037742056883871555,0.9885157346725464,False,False,both_wrong,12,3,0.0,1
606,Abe chơi dơ,0,CLEAN,2,HATE,loaded_artifact,2,HATE,0.002545319264754653,0.00022126823023427278,0.9972334504127502,False,False,both_wrong,11,3,0.0,1
915,Điên qf :,0,CLEAN,1,OFFENSIVE,loaded_artifact,2,HATE,0.17956341803073883,0.32343819737434387,0.4969984292984009,False,False,both_wrong,9,3,0.3333333333333333,1
1099,Giống abe vailon,0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.02054251916706562,0.9755497574806213,0.003907719627022743,False,False,both_wrong,16,3,0.0,2
2436,Trung gia cát,0,CLEAN,2,HATE,loaded_artifact,2,HATE,0.13326284289360046,0.004497442860156298,0.8622397184371948,False,False,both_wrong,13,3,0.0,1
2476,Trung đái dầm,0,CLEAN,2,HATE,loaded_artifact,2,HATE,0.016139758750796318,0.0008948715985752642,0.9829654097557068,False,False,both_wrong,13,3,0.0,1
138,Con bóng??,0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.04608882591128349,0.9526152610778809,0.001295930240303278,False,False,both_wrong,10,4,0.0,3
1677,kay vờ lờ.,0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.0028967985417693853,0.9862099289894104,0.010893307626247406,False,False,both_wrong,10,4,0.0,0
1740,thốn =)),0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.015097222290933132,0.9814421534538269,0.0034606263507157564,False,False,both_wrong,8,4,0.0,0
2312,Mẹ Độ yêu con,0,CLEAN,2,HATE,loaded_artifact,1,OFFENSIVE,0.11005053669214249,0.8339102268218994,0.05603928491473198,False,False,both_wrong,13,4,0.0,2
2319,TPhcm có chợ nổi,0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.011742773465812206,0.9862935543060303,0.0019636552315205336,False,False,both_wrong,16,4,0.0,2
3282,Arlios Trinh kinh tởm,0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.0013453079154714942,0.9347813129425049,0.06387337297201157,False,False,both_wrong,21,4,0.25,2
3846,Anh Trung bóng rổ,0,CLEAN,2,HATE,loaded_artifact,2,HATE,0.04860736057162285,0.00015649375563953072,0.9512361288070679,False,False,both_wrong,17,4,0.25,1
6323,Con nay bo tay,0,CLEAN,2,HATE,loaded_artifact,2,HATE,0.02788667194545269,0.0014369429554790258,0.9706764221191406,False,False,both_wrong,14,4,0.0,2
6592,cho nó tù đê,0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.0028051184490323067,0.9964698553085327,0.0007250132039189339,False,False,both_wrong,12,4,0.0,3
861,Bò kiểu mẫu :v,0,CLEAN,2,HATE,loaded_artifact,2,HATE,0.08500682562589645,0.16810964047908783,0.7468835711479187,False,False,both_wrong,14,5,0.0,1
1118,phe khoang qua ma oi,0,CLEAN,2,HATE,loaded_artifact,2,HATE,0.07060782611370087,0.000518385844770819,0.9288737773895264,False,False,both_wrong,20,5,0.0,1
3295,Thông minh bị nó diệt,0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.19871540367603302,0.7974734902381897,0.003811126109212637,False,False,both_wrong,21,5,0.0,1
3534,Nhạc bắt tay vai lon,0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.020165860652923584,0.9793186187744141,0.0005155690014362335,False,False,both_wrong,20,5,0.0,3
5119,Chị này có chim mà,0,CLEAN,2,HATE,loaded_artifact,1,OFFENSIVE,0.14255070686340332,0.7436510324478149,0.11379833519458771,False,False,both_wrong,18,5,0.0,0
5306,Nản ba gà thật sự,0,CLEAN,2,HATE,loaded_artifact,2,HATE,0.06919176876544952,0.011812066659331322,0.9189961552619934,False,False,both_wrong,17,5,0.0,3
9,"Lý khùng thì có,kk",0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.08572336286306381,0.9138672947883606,0.00040936964796856046,False,False,both_wrong,18,6,0.0,1
185,Nguyễn Hoàng Sâm nôn link ra,0,CLEAN,2,HATE,loaded_artifact,2,HATE,0.14872370660305023,0.003437598003074527,0.8478386402130127,False,False,both_wrong,28,6,0.0,2
349,hỏng khóa hay gì :vv,0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.2533229887485504,0.7434718608856201,0.0032051648013293743,False,False,both_wrong,20,6,0.0,1
637,Ơ tưởng thầy chơi gay 😢,0,CLEAN,2,HATE,loaded_artifact,2,HATE,0.008072741329669952,0.020152617245912552,0.9717745780944824,False,False,both_wrong,23,6,0.0,1
757,Chết mất :))),0,CLEAN,1,OFFENSIVE,loaded_artifact,2,HATE,0.06360838562250137,0.1261543333530426,0.8102372884750366,False,False,both_wrong,13,6,0.0,1
1185,Xứ tư bản của ba que,0,CLEAN,2,HATE,loaded_artifact,2,HATE,0.013574689626693726,0.00515351165086031,0.9812718033790588,False,False,both_wrong,20,6,0.0,3
1804,Nguyễn Đông trẻ trâu biết j,0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.08063174039125443,0.9080031514167786,0.011365074664354324,False,False,both_wrong,27,6,0.0,3
1944,tin là bọn nó rút liền,0,CLEAN,2,HATE,loaded_artifact,2,HATE,0.0182507261633873,0.39691558480262756,0.5848336219787598,False,False,both_wrong,22,6,0.0,3
1971,Đm! Đen méo chơi nữa,0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.001434852252714336,0.7680646777153015,0.2305004596710205,False,False,both_wrong,20,6,0.0,3
3044,già mà non :)),0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.012892115861177444,0.9712598323822021,0.01584809459745884,False,False,both_wrong,14,6,0.0,3
3209,Vải lờ thầy😂😂😂,0,CLEAN,2,HATE,loaded_artifact,2,HATE,0.007485635112971067,0.026851408183574677,0.965662956237793,False,False,both_wrong,14,6,0.0,1
3933,Má ơi nó hài bể bụng,0,CLEAN,2,HATE,loaded_artifact,1,OFFENSIVE,0.19689053297042847,0.7798435091972351,0.023265965282917023,False,False,both_wrong,20,6,0.0,2
3950,Con bóng sadec =]],0,CLEAN,2,HATE,loaded_artifact,2,HATE,0.06455830484628677,0.0006161680794321001,0.934825599193573,False,False,both_wrong,18,6,0.0,3
5963,hì . cộng sản mà lị,0,CLEAN,2,HATE,loaded_artifact,1,OFFENSIVE,0.0025007196236401796,0.9934292435646057,0.00407006312161684,False,False,both_wrong,19,6,0.16666666666666666,0
6036,dm áo vú =)),0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.0040158722549676895,0.9897693395614624,0.006214757449924946,False,False,both_wrong,12,6,0.0,1
6339,Quang Minh best xiaolin :v,0,CLEAN,2,HATE,loaded_artifact,2,HATE,0.07270747423171997,0.001233625691384077,0.9260588884353638,False,False,both_wrong,26,6,0.16666666666666666,1
6378,Phạm Nguyễn Cát Vy cljv con,0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,1.856769267760683e-05,0.9999421834945679,3.922175892512314e-05,False,False,both_wrong,27,6,0.0,4
6522,Biet the dung quay lai 💔,0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.22670651972293854,0.7690935134887695,0.0041999826207757,False,False,both_wrong,24,6,0.0,0
