sample_id,text,true_label_id,true_label,svm_pred_id,svm_pred_label,svm_source,bilstm_pred_id,bilstm_pred_label,prob_clean,prob_offensive,prob_hate,svm_correct,bilstm_correct,comparison_group,text_len_chars,text_len_tokens,bilstm_oov_rate,toxic_keyword_count
84,Tết có hay không quan trọng nhất vẫn là do anh thợ cắt tóc Tò Phạm :)),0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9997804760932922,3.0256237550929654e-06,0.00021650623239111155,True,True,both_right,70,19,0.0,3
85,Ai mua cốc với tui hemmm,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9999982118606567,3.4656335401450633e-07,1.4026705912328907e-06,True,True,both_right,24,6,0.16666666666666666,2
86,Baroibeo đi ngủ r,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9999468326568604,1.0996356650139205e-05,4.223361975164153e-05,True,True,both_right,17,4,0.0,2
87,Đọc rất diễn cảm 10 điểm về chỗ,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9999994039535522,2.1482341594492027e-07,3.712141278811032e-07,True,True,both_right,31,8,0.0,0
88,3 que nên xem khúc này nhá 35:30,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9830417633056641,0.0001583558041602373,0.016799867153167725,True,True,both_right,32,10,0.0,1
89,cô dễ thương quá trời ơi,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9999910593032837,5.437877348413167e-07,8.372086995223071e-06,True,True,both_right,24,6,0.0,0
90,Gần đất xa trời rồi nói ít thôi,0,CLEAN,0,CLEAN,loaded_artifact,2,HATE,0.34335729479789734,0.0045592281967401505,0.6520835161209106,True,False,svm_right_bilstm_wrong,37,20,0.05,2
91,ủa cho hỏi Minh Hiếu là gái thiệt hay là từ trai sang gái ??? Tại hỏng biết,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9972161054611206,0.0006245687836781144,0.002159315627068281,True,True,both_right,75,20,0.0,2
92,Cô Hiếu duyên quá,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,1.0,5.4161034768185345e-08,2.5989672636228534e-08,True,True,both_right,17,4,0.0,0
93,bán hàng rẻ ko thơm lâu thì nói không thơm lâu . nói hàng fake . mắc j quảng bá làm như tốt lắm .,0,CLEAN,1,OFFENSIVE,loaded_artifact,1,OFFENSIVE,0.09980573505163193,0.8791964054107666,0.020997922867536545,False,False,both_wrong,97,25,0.0,4
94,cái gì cho nó thật tại sao mình là đàn ông biến thành đan bà,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9116917252540588,0.0796651691198349,0.008643020875751972,True,True,both_right,60,15,0.0,5
95,Đạt Royal Bác thật có con mắt tinh đời,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9986264705657959,0.0013468996621668339,2.66337810899131e-05,True,True,both_right,38,9,0.0,2
96,"Replay thấy mắc mệt, vote đổi ông edit",0,CLEAN,0,CLEAN,loaded_artifact,1,OFFENSIVE,0.31019577383995056,0.6894713640213013,0.00033283932134509087,True,False,svm_right_bilstm_wrong,38,9,0.2222222222222222,0
97,Nghèo khổ có nhau còn giàu thì sao nhỉ.,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.943204939365387,0.01522166095674038,0.04157346859574318,True,True,both_right,39,10,0.0,1
98,Cậu vàng đi rồi abe ơi huhu,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9994630217552185,1.3000677654417814e-06,0.0005356406909413636,True,True,both_right,27,7,0.0,0
99,Chao anh,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9994221925735474,0.00030352218891493976,0.00027426908491179347,True,True,both_right,8,2,0.0,0
100,"@Thanh Điệp Phan có lý, làm gì có ai vừa chống CS mà vừa chửi ông trump",0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.6933112144470215,0.005326574668288231,0.30136221647262573,True,True,both_right,71,19,0.0,2
101,Cực kỳ thuyết phục🙂,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.99972003698349,6.619754276471213e-05,0.00021378857491072267,True,True,both_right,19,5,0.0,0
102,Nhìn mặt bà này ...,0,CLEAN,2,HATE,loaded_artifact,2,HATE,0.09559967368841171,0.012774284929037094,0.8916260600090027,False,False,both_wrong,19,7,0.0,1
103,tương lai mong sao tùng xẽ ko chịu hiểm hoạ chụp ảnh tự sướng như anh độ ngày xưa😅,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9999841451644897,5.17126363774878e-06,1.0713002666307148e-05,True,True,both_right,82,20,0.05,3
104,Chửi đáo để thật!,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9720970988273621,0.004847027361392975,0.023055804893374443,True,True,both_right,17,5,0.0,1
105,Bã nc mà cười xĩu,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9999511241912842,4.5013162889517844e-05,3.7639667880284833e-06,True,True,both_right,17,5,0.0,1
106,Đệ anh Độ toàn sống về đêm,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9970628619194031,0.000503936258610338,0.0024331470485776663,True,True,both_right,26,7,0.0,0
107,Kiều An đợi bài đom đóm ý bài đấy lyrics có vẻ hay,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9997947812080383,3.1684401619713753e-05,0.00017357885371893644,True,True,both_right,50,13,0.07692307692307693,2
108,Gấu Trắng n,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.6568048000335693,0.3422389328479767,0.0009562725899741054,True,True,both_right,11,3,0.0,0
109,Con bé này nên xuống địa ngục quá tởm,2,HATE,2,HATE,loaded_artifact,0,CLEAN,0.7205110192298889,0.0008004513219930232,0.2786885201931,True,False,svm_right_bilstm_wrong,37,9,0.0,3
110,Tý nữa Việt Nam mà thắng thì....😌😌,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.6772189736366272,0.013325201347470284,0.30945584177970886,True,True,both_right,34,13,0.0,1
111,Đứa nào bảo quảng cáo sói cho biết tay,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9997668862342834,0.00013972718443255872,9.341068653156981e-05,True,True,both_right,38,9,0.0,4
112,Nghĩ mà chán :)),0,CLEAN,1,OFFENSIVE,loaded_artifact,0,CLEAN,0.6044053435325623,0.3935507833957672,0.002043942455202341,False,True,bilstm_right_svm_wrong,16,6,0.0,1
113,Đem ra bắn ngay cái thể loại ấy,2,HATE,0,CLEAN,loaded_artifact,1,OFFENSIVE,0.00232272082939744,0.9975152015686035,0.00016204723215196282,False,False,both_wrong,31,8,0.0,5
114,hóng bro tét đít thằng tùng,0,CLEAN,0,CLEAN,loaded_artifact,1,OFFENSIVE,0.3155028522014618,0.6842731833457947,0.00022398823057301342,True,False,svm_right_bilstm_wrong,27,6,0.0,3
115,Minh Hoàng nuôi cá trồng rau rồi ai live cho xem 😂😂,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.997882068157196,3.4398504794808105e-05,0.0020835662726312876,True,True,both_right,51,13,0.0,1
116,Sống chậm thôi!!!,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9974048733711243,0.00033356744097545743,0.00226162513718009,True,True,both_right,17,6,0.0,0
117,kicm lúc này,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.995704710483551,5.5744158089510165e-06,0.004289750009775162,True,True,both_right,12,3,0.0,2
118,Nhìn rất iphone nhưng lại là mixi,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9999977350234985,3.7837625654901785e-07,1.909633056129678e-06,True,True,both_right,33,7,0.0,0
119,Lạy cô Yến 🙏🏽,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.999479353427887,2.807069176924415e-05,0.0004925757530145347,True,True,both_right,13,5,0.0,1
120,Thi Thi cmt này hợp lí nè má :)),0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9997270703315735,0.00010601427493384108,0.0001668511686148122,True,True,both_right,32,11,0.0,2
121,❤❤❤❤,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,1.0,4.0142528190401094e-10,2.6691326926453485e-09,True,True,both_right,4,4,0.0,0
122,Mông lung như 1 trò đùa,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9999619722366333,9.566170774633065e-06,2.8435437343432568e-05,True,True,both_right,23,6,0.0,1
123,yeuu thầy dấu bé baaaa,0,CLEAN,0,CLEAN,loaded_artifact,0,CLEAN,0.9980847835540771,0.00013939022028353065,0.00177581247407943,True,True,both_right,22,5,0.2,2
